,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4051,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4052,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4053,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4054,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4055,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4056,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4057,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4058,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4059,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4060,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4061,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
4062,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4063,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
4064,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4065,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4066,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
4067,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4068,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4069,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4070,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4071,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4072,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4073,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4074,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4075,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4076,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4077,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4078,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4079,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4080,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4081,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4082,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
4083,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
4084,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4085,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4086,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4087,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4088,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
4089,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4090,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4091,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4092,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4093,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
4094,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4095,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4096,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4097,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4098,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4099,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4100,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4101,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4102,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4103,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4104,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4105,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4106,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4107,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4108,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4109,Insert ticket,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
4110,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4111,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4112,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4113,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4114,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4115,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4116,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4117,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4118,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4119,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4120,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4121,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4122,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4123,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4124,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4125,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4126,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4127,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4128,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4129,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4130,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4131,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4132,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4133,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4134,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4135,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4136,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4137,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4138,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4139,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4140,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4141,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4142,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4143,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4144,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4145,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4146,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
4147,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4148,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4149,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4150,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4151,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4152,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
4153,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4154,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4155,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4156,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4157,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4158,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4159,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4160,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4161,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4162,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4163,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4164,Assign seriousness,Require upgrade,Resolve ticket,Closed,,,,,,,,,,,
4165,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4166,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
4167,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4168,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4169,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4170,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4171,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
4172,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4173,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4174,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4175,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4176,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4177,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4178,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4179,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4180,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4181,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4182,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4183,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4184,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
4185,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4186,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4187,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
4188,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4189,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4190,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4191,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4192,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4193,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
4194,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4195,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
4196,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4197,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4198,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4199,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
4200,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4201,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4202,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4203,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4204,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4205,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
4206,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4207,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,,,,
4208,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
4209,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4210,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4211,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4212,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4213,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4214,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4215,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4216,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4217,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
4218,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4219,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4220,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4221,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4222,Wait,Resolve ticket,Closed,,,,,,,,,,,,
4223,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4224,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
4225,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4226,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4227,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4228,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4229,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4230,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
4231,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4232,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4233,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4234,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4235,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4236,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4237,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4238,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4239,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4240,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4241,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4242,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4243,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4244,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4245,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4246,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4247,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4248,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
4249,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4250,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4251,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4252,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4253,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
4254,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4255,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4256,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4257,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4258,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
4259,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4260,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,
4261,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4262,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4263,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4264,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,
4265,Insert ticket,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
4266,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4267,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4268,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
